Country,data,min,perc_25,perc_50,perc_75,max
Sweden,carbon-intensity,3.1500615995073873,3.765761467832804,4.293637920637639,4.876137918800953,5.947180009108549
Italy,carbon-intensity,219.02932912107204,241.0603179553043,279.20291593840153,285.0085046155905,296.7462081230315
Sweden,cfe,99.21393558572694,99.3380064654236,99.41132788687517,99.4724948930055,99.54097894541945
Italy,cfe,42.20317592072536,45.72843599074675,47.60010946947446,53.149180372474454,57.42364820497318
