Country,record_year,avg_carbon_intensity,min_carbon_intensity,max_carbon_intensity,avg_cfe_percentage,min_cfe_percentage,max_cfe_percentage
IT,2021,280.0842455580899,121.23999786376953,439.05999755859375,46.30593152242164,15.40999984741211,77.0199966430664
IT,2022,321.61797585073674,121.37999725341797,447.3299865722656,41.24412671833822,13.930000305175781,77.44000244140625
IT,2023,251.81946459643916,74.44000244140625,429.92999267578125,51.59605707251318,20.389999389648438,85.0199966430664
IT,2024,207.29918953977213,50.18000030517578,345.6499938964844,57.43182830146102,20.899999618530273,90.26000213623047
SE,2021,5.946325342418397,1.5,55.06999969482422,98.96241098430059,92.80000305175781,99.6500015258789
SE,2022,3.8758230581607447,0.5400000214576721,50.58000183105469,99.5517225265503,94.16000366210938,99.97000122070312
SE,2023,3.903308219932122,0.3100000023841858,51.56999969482422,99.52559933597094,94.12000274658203,99.9800033569336
SE,2024,3.726148680775326,0.25,45.61000061035156,99.55792811833227,94.2699966430664,99.9800033569336
