Country,data,min,perc_25,perc_50,perc_75,max
Sweden,carbon-intensity,3.15006160164271,3.438945927446958,3.9121492128679036,4.561875427789188,5.947180013689251
Italy,carbon-intensity,219.02932922655702,229.27109514031474,265.65344969199214,281.5439356605064,296.74620807665997
Sweden,cfe,99.2139356605067,99.30520876112251,99.41106776180693,99.46748802190278,99.54097878165646
Italy,cfe,42.20317590691305,45.621505817932885,47.465516769336055,52.60662559890495,57.42364818617384
