month,day,hour,carbon_intensity,cfe_percentage,Country,year
1,1,0,271.27,51.65,Italy,2022
1,1,1,275.03,51.65,Italy,2022
1,1,2,272.27,52.4,Italy,2022
1,1,3,262.04,54.48,Italy,2022
1,1,4,264.5,54.02,Italy,2022
1,1,5,264.4,54.02,Italy,2022
1,1,6,258.98,55.48,Italy,2022
1,1,7,234.12,59.88,Italy,2022
1,1,8,213.87,63.36,Italy,2022
1,1,9,205.3,64.1,Italy,2022
1,1,10,208.98,62.02,Italy,2022
1,1,11,210.42,62.32,Italy,2022
1,1,12,208.97,62.36,Italy,2022
1,1,13,207.0,63.3,Italy,2022
1,1,14,219.79,60.42,Italy,2022
1,1,15,240.43,55.8,Italy,2022
1,1,16,254.46,55.26,Italy,2022
1,1,17,265.92,54.34,Italy,2022
1,1,18,274.43,54.03,Italy,2022
1,1,19,279.73,52.52,Italy,2022
1,1,20,279.75,50.5,Italy,2022
1,1,21,278.58,48.5,Italy,2022
1,1,22,275.12,48.98,Italy,2022
1,1,23,259.28,52.99,Italy,2022
1,2,0,269.55,51.6,Italy,2022
1,2,1,275.46,50.25,Italy,2022
1,2,2,278.8,49.56,Italy,2022
1,2,3,281.53,48.57,Italy,2022
1,2,4,282.96,48.39,Italy,2022
1,2,5,278.26,48.79,Italy,2022
1,2,6,275.79,49.59,Italy,2022
1,2,7,260.98,53.14,Italy,2022
1,2,8,251.0,54.76,Italy,2022
1,2,9,241.85,55.84,Italy,2022
1,2,10,235.51,56.2,Italy,2022
1,2,11,232.7,56.93,Italy,2022
1,2,12,236.74,55.88,Italy,2022
1,2,13,239.41,55.88,Italy,2022
1,2,14,246.97,53.73,Italy,2022
1,2,15,251.66,53.2,Italy,2022
1,2,16,258.06,55.14,Italy,2022
1,2,17,261.87,54.07,Italy,2022
1,2,18,264.28,53.67,Italy,2022
1,2,19,260.4,53.83,Italy,2022
1,2,20,257.55,51.49,Italy,2022
1,2,21,249.29,54.14,Italy,2022
1,2,22,242.2,56.06,Italy,2022
1,2,23,246.04,55.43,Italy,2022
1,3,0,257.08,53.49,Italy,2022
1,3,1,258.42,53.03,Italy,2022
1,3,2,257.56,53.53,Italy,2022
1,3,3,261.27,52.89,Italy,2022
1,3,4,262.06,53.05,Italy,2022
1,3,5,277.87,48.63,Italy,2022
1,3,6,286.67,46.04,Italy,2022
1,3,7,283.99,46.91,Italy,2022
1,3,8,278.95,47.68,Italy,2022
1,3,9,274.2,48.55,Italy,2022
1,3,10,273.19,48.3,Italy,2022
1,3,11,277.34,47.14,Italy,2022
1,3,12,274.16,47.71,Italy,2022
1,3,13,280.99,46.45,Italy,2022
1,3,14,290.12,45.31,Italy,2022
1,3,15,300.28,42.79,Italy,2022
1,3,16,293.17,44.28,Italy,2022
1,3,17,293.45,44.71,Italy,2022
1,3,18,302.31,42.74,Italy,2022
1,3,19,315.42,40.77,Italy,2022
1,3,20,310.22,42.74,Italy,2022
1,3,21,309.14,42.64,Italy,2022
1,3,22,298.3,45.37,Italy,2022
1,3,23,286.33,48.97,Italy,2022
1,4,0,277.68,51.34,Italy,2022
1,4,1,280.6,50.18,Italy,2022
1,4,2,282.23,49.49,Italy,2022
1,4,3,279.64,49.73,Italy,2022
1,4,4,279.31,49.31,Italy,2022
1,4,5,305.75,42.69,Italy,2022
1,4,6,314.3,40.34,Italy,2022
1,4,7,306.79,42.2,Italy,2022
1,4,8,295.4,43.68,Italy,2022
1,4,9,282.63,45.7,Italy,2022
1,4,10,282.23,46.72,Italy,2022
1,4,11,286.0,46.48,Italy,2022
1,4,12,285.56,46.64,Italy,2022
1,4,13,290.99,46.17,Italy,2022
1,4,14,296.7,44.12,Italy,2022
1,4,15,300.27,41.77,Italy,2022
1,4,16,289.94,44.33,Italy,2022
1,4,17,292.4,44.17,Italy,2022
1,4,18,299.59,42.75,Italy,2022
1,4,19,309.11,41.38,Italy,2022
1,4,20,307.41,42.51,Italy,2022
1,4,21,304.79,44.02,Italy,2022
1,4,22,273.66,50.36,Italy,2022
1,4,23,261.56,52.93,Italy,2022
1,5,0,256.83,53.35,Italy,2022
1,5,1,258.97,52.87,Italy,2022
1,5,2,256.13,53.95,Italy,2022
1,5,3,258.27,53.63,Italy,2022
1,5,4,275.25,50.79,Italy,2022
1,5,5,275.11,50.66,Italy,2022
1,5,6,288.9,46.55,Italy,2022
1,5,7,279.15,48.36,Italy,2022
1,5,8,272.0,49.83,Italy,2022
1,5,9,261.69,50.81,Italy,2022
1,5,10,257.52,50.34,Italy,2022
1,5,11,261.62,49.33,Italy,2022
1,5,12,256.93,50.58,Italy,2022
1,5,13,267.21,48.7,Italy,2022
1,5,14,272.84,48.43,Italy,2022
1,5,15,279.39,47.32,Italy,2022
1,5,16,276.99,47.63,Italy,2022
1,5,17,277.0,47.5,Italy,2022
1,5,18,277.68,47.37,Italy,2022
1,5,19,291.96,44.05,Italy,2022
1,5,20,286.15,45.27,Italy,2022
1,5,21,297.23,43.2,Italy,2022
1,5,22,315.07,39.17,Italy,2022
1,5,23,302.03,42.7,Italy,2022
1,6,0,303.23,43.39,Italy,2022
1,6,1,301.97,44.91,Italy,2022
1,6,2,301.0,46.01,Italy,2022
1,6,3,304.96,46.15,Italy,2022
1,6,4,330.99,38.26,Italy,2022
1,6,5,330.11,38.8,Italy,2022
1,6,6,339.68,36.2,Italy,2022
1,6,7,328.62,37.94,Italy,2022
1,6,8,308.92,42.3,Italy,2022
1,6,9,300.35,43.68,Italy,2022
1,6,10,300.11,41.98,Italy,2022
1,6,11,304.76,40.5,Italy,2022
1,6,12,309.07,39.8,Italy,2022
1,6,13,322.99,36.91,Italy,2022
1,6,14,350.8,30.72,Italy,2022
1,6,15,372.2,26.87,Italy,2022
1,6,16,344.3,32.61,Italy,2022
1,6,17,324.85,36.31,Italy,2022
1,6,18,328.86,35.93,Italy,2022
1,6,19,343.84,32.37,Italy,2022
1,6,20,344.7,32.67,Italy,2022
1,6,21,336.52,35.52,Italy,2022
1,6,22,337.44,35.64,Italy,2022
1,6,23,325.42,38.59,Italy,2022
1,7,0,316.93,40.43,Italy,2022
1,7,1,311.28,41.58,Italy,2022
1,7,2,310.35,42.17,Italy,2022
1,7,3,298.93,44.59,Italy,2022
1,7,4,292.95,45.49,Italy,2022
1,7,5,298.43,43.81,Italy,2022
1,7,6,309.75,39.92,Italy,2022
1,7,7,295.76,43.35,Italy,2022
1,7,8,281.21,45.88,Italy,2022
1,7,9,267.74,47.72,Italy,2022
1,7,10,264.72,47.99,Italy,2022
1,7,11,265.68,47.38,Italy,2022
1,7,12,261.98,48.89,Italy,2022
1,7,13,278.74,45.47,Italy,2022
1,7,14,296.11,41.55,Italy,2022
1,7,15,307.41,38.39,Italy,2022
1,7,16,292.86,42.0,Italy,2022
1,7,17,292.76,42.73,Italy,2022
1,7,18,297.96,42.47,Italy,2022
1,7,19,310.49,39.6,Italy,2022
1,7,20,322.16,37.55,Italy,2022
1,7,21,320.6,38.45,Italy,2022
1,7,22,322.24,38.77,Italy,2022
1,7,23,305.46,44.26,Italy,2022
1,8,0,311.62,43.28,Italy,2022
1,8,1,307.4,45.9,Italy,2022
1,8,2,309.15,45.88,Italy,2022
1,8,3,304.23,46.09,Italy,2022
1,8,4,300.11,46.02,Italy,2022
1,8,5,297.77,45.68,Italy,2022
1,8,6,305.84,43.47,Italy,2022
1,8,7,293.89,46.24,Italy,2022
1,8,8,277.66,48.91,Italy,2022
1,8,9,259.6,51.95,Italy,2022
1,8,10,241.99,53.68,Italy,2022
1,8,11,251.66,51.82,Italy,2022
1,8,12,250.47,52.43,Italy,2022
1,8,13,259.37,50.93,Italy,2022
1,8,14,284.61,45.22,Italy,2022
1,8,15,303.18,41.74,Italy,2022
1,8,16,293.74,43.19,Italy,2022
1,8,17,288.58,44.05,Italy,2022
1,8,18,286.71,44.63,Italy,2022
1,8,19,297.23,42.54,Italy,2022
1,8,20,304.79,41.01,Italy,2022
1,8,21,306.87,40.24,Italy,2022
1,8,22,299.84,42.89,Italy,2022
1,8,23,292.24,44.36,Italy,2022
1,9,0,285.67,45.9,Italy,2022
1,9,1,280.48,47.39,Italy,2022
1,9,2,278.56,47.81,Italy,2022
1,9,3,284.61,46.78,Italy,2022
1,9,4,285.34,46.81,Italy,2022
1,9,5,284.54,47.27,Italy,2022
1,9,6,269.76,50.02,Italy,2022
1,9,7,259.74,52.99,Italy,2022
1,9,8,257.76,52.52,Italy,2022
1,9,9,254.8,52.64,Italy,2022
1,9,10,241.65,55.03,Italy,2022
1,9,11,246.73,54.01,Italy,2022
1,9,12,254.57,51.73,Italy,2022
1,9,13,271.52,49.88,Italy,2022
1,9,14,290.68,47.02,Italy,2022
1,9,15,299.15,44.67,Italy,2022
1,9,16,293.31,44.76,Italy,2022
1,9,17,287.31,45.91,Italy,2022
1,9,18,288.37,45.73,Italy,2022
1,9,19,293.35,44.77,Italy,2022
1,9,20,299.46,43.06,Italy,2022
1,9,21,295.39,43.76,Italy,2022
1,9,22,293.6,43.54,Italy,2022
1,9,23,284.21,46.44,Italy,2022
1,10,0,291.57,45.29,Italy,2022
1,10,1,304.12,41.91,Italy,2022
1,10,2,295.71,44.62,Italy,2022
1,10,3,287.4,45.72,Italy,2022
1,10,4,298.05,42.67,Italy,2022
1,10,5,321.14,34.78,Italy,2022
1,10,6,326.37,33.69,Italy,2022
1,10,7,311.36,36.87,Italy,2022
1,10,8,303.4,37.81,Italy,2022
1,10,9,299.86,37.98,Italy,2022
1,10,10,293.87,38.99,Italy,2022
1,10,11,300.65,37.89,Italy,2022
1,10,12,296.49,38.57,Italy,2022
1,10,13,295.61,38.65,Italy,2022
1,10,14,291.32,39.11,Italy,2022
1,10,15,305.65,36.55,Italy,2022
1,10,16,302.23,37.27,Italy,2022
1,10,17,306.76,36.57,Italy,2022
1,10,18,314.96,34.64,Italy,2022
1,10,19,325.92,32.22,Italy,2022
1,10,20,336.93,29.9,Italy,2022
1,10,21,329.15,32.41,Italy,2022
1,10,22,310.1,37.71,Italy,2022
1,10,23,308.39,38.4,Italy,2022
1,11,0,304.78,39.54,Italy,2022
1,11,1,289.78,43.92,Italy,2022
1,11,2,287.34,44.26,Italy,2022
1,11,3,285.93,44.31,Italy,2022
1,11,4,305.27,39.28,Italy,2022
1,11,5,318.59,34.32,Italy,2022
1,11,6,319.11,34.3,Italy,2022
1,11,7,306.52,37.19,Italy,2022
1,11,8,299.34,38.62,Italy,2022
1,11,9,292.72,39.84,Italy,2022
1,11,10,286.67,41.16,Italy,2022
1,11,11,290.32,39.78,Italy,2022
1,11,12,289.97,39.77,Italy,2022
1,11,13,293.9,38.97,Italy,2022
1,11,14,302.81,37.11,Italy,2022
1,11,15,309.91,36.13,Italy,2022
1,11,16,307.6,37.07,Italy,2022
1,11,17,312.37,36.35,Italy,2022
1,11,18,317.36,34.94,Italy,2022
1,11,19,333.02,32.77,Italy,2022
1,11,20,338.29,31.02,Italy,2022
1,11,21,332.95,30.97,Italy,2022
1,11,22,327.37,33.15,Italy,2022
1,11,23,308.35,39.63,Italy,2022
1,12,0,299.48,41.0,Italy,2022
1,12,1,300.24,40.9,Italy,2022
1,12,2,301.84,41.54,Italy,2022
1,12,3,308.61,40.42,Italy,2022
1,12,4,325.73,35.37,Italy,2022
1,12,5,342.0,29.47,Italy,2022
1,12,6,343.19,29.22,Italy,2022
1,12,7,324.3,33.68,Italy,2022
1,12,8,310.4,36.4,Italy,2022
1,12,9,300.48,38.32,Italy,2022
1,12,10,296.53,38.96,Italy,2022
1,12,11,303.81,37.42,Italy,2022
1,12,12,306.06,36.99,Italy,2022
1,12,13,314.69,35.3,Italy,2022
1,12,14,326.56,32.86,Italy,2022
1,12,15,328.18,32.66,Italy,2022
1,12,16,326.14,33.58,Italy,2022
1,12,17,330.86,32.82,Italy,2022
1,12,18,336.12,31.58,Italy,2022
1,12,19,343.87,29.92,Italy,2022
1,12,20,358.61,26.39,Italy,2022
1,12,21,357.2,27.03,Italy,2022
1,12,22,346.41,30.57,Italy,2022
1,12,23,324.49,38.84,Italy,2022
1,13,0,320.86,40.4,Italy,2022
1,13,1,321.28,41.01,Italy,2022
1,13,2,315.72,41.99,Italy,2022
1,13,3,323.81,40.29,Italy,2022
1,13,4,338.13,34.93,Italy,2022
1,13,5,346.74,31.02,Italy,2022
1,13,6,344.79,30.59,Italy,2022
1,13,7,321.57,35.16,Italy,2022
1,13,8,306.66,37.96,Italy,2022
1,13,9,289.26,41.12,Italy,2022
1,13,10,287.97,41.3,Italy,2022
1,13,11,294.86,39.97,Italy,2022
1,13,12,297.84,39.37,Italy,2022
1,13,13,307.13,37.39,Italy,2022
1,13,14,327.33,32.96,Italy,2022
1,13,15,336.56,30.96,Italy,2022
1,13,16,333.32,32.63,Italy,2022
1,13,17,332.82,32.29,Italy,2022
1,13,18,340.14,30.5,Italy,2022
1,13,19,356.6,26.4,Italy,2022
1,13,20,372.14,23.11,Italy,2022
1,13,21,368.27,24.56,Italy,2022
1,13,22,364.25,26.01,Italy,2022
1,13,23,357.0,29.03,Italy,2022
1,14,0,358.61,29.24,Italy,2022
1,14,1,359.02,29.55,Italy,2022
1,14,2,352.45,31.74,Italy,2022
1,14,3,353.71,31.25,Italy,2022
1,14,4,365.76,27.61,Italy,2022
1,14,5,375.77,23.67,Italy,2022
1,14,6,360.99,26.69,Italy,2022
1,14,7,327.56,33.85,Italy,2022
1,14,8,312.36,36.24,Italy,2022
1,14,9,301.63,39.03,Italy,2022
1,14,10,300.06,39.33,Italy,2022
1,14,11,313.36,36.29,Italy,2022
1,14,12,313.87,36.5,Italy,2022
1,14,13,326.78,33.65,Italy,2022
1,14,14,346.41,29.31,Italy,2022
1,14,15,347.23,29.36,Italy,2022
1,14,16,335.95,32.37,Italy,2022
1,14,17,338.48,32.29,Italy,2022
1,14,18,344.65,31.01,Italy,2022
1,14,19,362.58,26.87,Italy,2022
1,14,20,377.73,22.4,Italy,2022
1,14,21,377.89,22.91,Italy,2022
1,14,22,374.28,24.11,Italy,2022
1,14,23,347.97,34.12,Italy,2022
1,15,0,349.8,33.49,Italy,2022
1,15,1,344.45,34.9,Italy,2022
1,15,2,339.34,35.45,Italy,2022
1,15,3,337.07,36.02,Italy,2022
1,15,4,340.63,35.62,Italy,2022
1,15,5,340.12,35.44,Italy,2022
1,15,6,332.71,35.22,Italy,2022
1,15,7,315.05,38.5,Italy,2022
1,15,8,297.3,42.11,Italy,2022
1,15,9,280.97,44.3,Italy,2022
1,15,10,276.5,45.11,Italy,2022
1,15,11,274.57,46.53,Italy,2022
1,15,12,275.63,46.91,Italy,2022
1,15,13,294.26,42.14,Italy,2022
1,15,14,329.31,34.09,Italy,2022
1,15,15,365.24,26.05,Italy,2022
1,15,16,357.38,29.94,Italy,2022
1,15,17,350.95,32.31,Italy,2022
1,15,18,355.0,31.82,Italy,2022
1,15,19,370.11,27.66,Italy,2022
1,15,20,384.86,24.59,Italy,2022
1,15,21,386.21,23.91,Italy,2022
1,15,22,386.65,23.29,Italy,2022
1,15,23,374.98,28.64,Italy,2022
1,16,0,385.57,27.07,Italy,2022
1,16,1,388.55,28.0,Italy,2022
1,16,2,390.07,29.5,Italy,2022
1,16,3,388.19,30.28,Italy,2022
1,16,4,389.55,30.05,Italy,2022
1,16,5,389.37,28.28,Italy,2022
1,16,6,382.87,28.65,Italy,2022
1,16,7,359.35,32.83,Italy,2022
1,16,8,333.14,36.62,Italy,2022
1,16,9,315.97,39.2,Italy,2022
1,16,10,309.34,41.18,Italy,2022
1,16,11,310.69,40.23,Italy,2022
1,16,12,310.32,40.57,Italy,2022
1,16,13,313.05,40.68,Italy,2022
1,16,14,334.79,36.53,Italy,2022
1,16,15,346.82,33.32,Italy,2022
1,16,16,342.27,34.75,Italy,2022
1,16,17,342.84,35.83,Italy,2022
1,16,18,340.79,35.7,Italy,2022
1,16,19,353.01,32.49,Italy,2022
1,16,20,361.32,29.62,Italy,2022
1,16,21,375.49,26.4,Italy,2022
1,16,22,377.1,27.2,Italy,2022
1,16,23,371.57,28.44,Italy,2022
1,17,0,369.23,29.64,Italy,2022
1,17,1,367.29,30.54,Italy,2022
1,17,2,370.5,30.84,Italy,2022
1,17,3,383.06,28.15,Italy,2022
1,17,4,399.65,22.93,Italy,2022
1,17,5,400.57,20.55,Italy,2022
1,17,6,383.15,23.72,Italy,2022
1,17,7,358.02,29.58,Italy,2022
1,17,8,343.77,31.77,Italy,2022
1,17,9,335.23,33.26,Italy,2022
1,17,10,336.35,32.99,Italy,2022
1,17,11,340.89,31.69,Italy,2022
1,17,12,339.81,31.93,Italy,2022
1,17,13,351.27,29.67,Italy,2022
1,17,14,367.0,26.57,Italy,2022
1,17,15,376.86,24.88,Italy,2022
1,17,16,374.28,27.78,Italy,2022
1,17,17,371.2,28.36,Italy,2022
1,17,18,369.02,28.05,Italy,2022
1,17,19,389.85,22.6,Italy,2022
1,17,20,407.17,19.36,Italy,2022
1,17,21,412.64,18.26,Italy,2022
1,17,22,412.8,18.47,Italy,2022
1,17,23,409.93,21.99,Italy,2022
1,18,0,412.05,22.9,Italy,2022
1,18,1,414.24,22.82,Italy,2022
1,18,2,410.46,24.04,Italy,2022
1,18,3,409.8,24.32,Italy,2022
1,18,4,416.66,21.11,Italy,2022
1,18,5,415.56,17.71,Italy,2022
1,18,6,400.15,20.24,Italy,2022
1,18,7,369.44,27.53,Italy,2022
1,18,8,353.64,30.27,Italy,2022
1,18,9,349.49,30.37,Italy,2022
1,18,10,350.58,30.03,Italy,2022
1,18,11,363.68,27.15,Italy,2022
1,18,12,365.2,26.63,Italy,2022
1,18,13,368.59,26.3,Italy,2022
1,18,14,375.01,25.27,Italy,2022
1,18,15,382.93,23.83,Italy,2022
1,18,16,375.1,25.99,Italy,2022
1,18,17,374.59,26.77,Italy,2022
1,18,18,377.12,25.55,Italy,2022
1,18,19,398.83,20.9,Italy,2022
1,18,20,414.81,17.28,Italy,2022
1,18,21,423.85,15.52,Italy,2022
1,18,22,423.63,16.54,Italy,2022
1,18,23,415.72,19.83,Italy,2022
1,19,0,415.61,21.02,Italy,2022
1,19,1,411.28,21.98,Italy,2022
1,19,2,412.87,21.88,Italy,2022
1,19,3,408.72,23.43,Italy,2022
1,19,4,415.72,19.86,Italy,2022
1,19,5,416.9,17.27,Italy,2022
1,19,6,384.91,23.29,Italy,2022
1,19,7,367.15,28.16,Italy,2022
1,19,8,354.14,29.74,Italy,2022
1,19,9,350.82,30.3,Italy,2022
1,19,10,351.5,30.32,Italy,2022
1,19,11,365.43,26.97,Italy,2022
1,19,12,367.75,26.29,Italy,2022
1,19,13,370.58,25.92,Italy,2022
1,19,14,380.13,24.09,Italy,2022
1,19,15,378.42,24.82,Italy,2022
1,19,16,363.38,28.24,Italy,2022
1,19,17,360.5,28.97,Italy,2022
1,19,18,361.2,28.57,Italy,2022
1,19,19,380.97,23.7,Italy,2022
1,19,20,397.53,19.46,Italy,2022
1,19,21,408.81,17.36,Italy,2022
1,19,22,404.58,19.59,Italy,2022
1,19,23,403.23,20.4,Italy,2022
1,20,0,390.98,24.19,Italy,2022
1,20,1,382.89,25.96,Italy,2022
1,20,2,371.59,28.27,Italy,2022
1,20,3,359.64,31.15,Italy,2022
1,20,4,377.34,27.04,Italy,2022
1,20,5,384.06,23.61,Italy,2022
1,20,6,370.52,26.01,Italy,2022
1,20,7,348.66,31.28,Italy,2022
1,20,8,341.55,32.96,Italy,2022
1,20,9,338.1,33.76,Italy,2022
1,20,10,331.5,34.66,Italy,2022
1,20,11,340.02,33.18,Italy,2022
1,20,12,336.88,33.17,Italy,2022
1,20,13,343.85,31.98,Italy,2022
1,20,14,358.32,29.61,Italy,2022
1,20,15,360.86,29.88,Italy,2022
1,20,16,355.17,30.68,Italy,2022
1,20,17,354.91,30.96,Italy,2022
1,20,18,353.39,30.86,Italy,2022
1,20,19,369.07,26.64,Italy,2022
1,20,20,388.73,22.28,Italy,2022
1,20,21,402.11,19.5,Italy,2022
1,20,22,408.25,18.49,Italy,2022
1,20,23,401.26,21.48,Italy,2022
1,21,0,404.39,21.88,Italy,2022
1,21,1,408.44,20.71,Italy,2022
1,21,2,401.62,22.12,Italy,2022
1,21,3,413.35,20.62,Italy,2022
1,21,4,411.08,19.93,Italy,2022
1,21,5,406.08,19.05,Italy,2022
1,21,6,377.23,25.76,Italy,2022
1,21,7,351.96,30.93,Italy,2022
1,21,8,341.67,33.0,Italy,2022
1,21,9,342.94,32.18,Italy,2022
1,21,10,341.39,32.13,Italy,2022
1,21,11,345.13,31.85,Italy,2022
1,21,12,348.8,31.54,Italy,2022
1,21,13,346.19,32.09,Italy,2022
1,21,14,357.3,29.43,Italy,2022
1,21,15,363.1,27.79,Italy,2022
1,21,16,355.97,29.81,Italy,2022
1,21,17,351.76,31.57,Italy,2022
1,21,18,355.33,30.44,Italy,2022
1,21,19,368.47,26.01,Italy,2022
1,21,20,381.82,22.89,Italy,2022
1,21,21,388.44,22.28,Italy,2022
1,21,22,388.94,22.56,Italy,2022
1,21,23,369.12,29.11,Italy,2022
1,22,0,373.48,28.55,Italy,2022
1,22,1,371.69,29.54,Italy,2022
1,22,2,366.38,31.23,Italy,2022
1,22,3,373.53,30.1,Italy,2022
1,22,4,368.3,30.84,Italy,2022
1,22,5,372.67,28.87,Italy,2022
1,22,6,363.99,30.64,Italy,2022
1,22,7,340.69,35.87,Italy,2022
1,22,8,325.92,37.63,Italy,2022
1,22,9,315.9,38.87,Italy,2022
1,22,10,319.32,37.42,Italy,2022
1,22,11,323.57,36.79,Italy,2022
1,22,12,316.83,38.42,Italy,2022
1,22,13,327.7,36.5,Italy,2022
1,22,14,352.81,30.92,Italy,2022
1,22,15,369.44,26.99,Italy,2022
1,22,16,354.61,31.44,Italy,2022
1,22,17,350.31,32.78,Italy,2022
1,22,18,355.31,31.81,Italy,2022
1,22,19,371.55,27.53,Italy,2022
1,22,20,383.01,24.56,Italy,2022
1,22,21,385.3,24.53,Italy,2022
1,22,22,396.6,22.56,Italy,2022
1,22,23,377.14,28.78,Italy,2022
1,23,0,372.87,30.89,Italy,2022
1,23,1,382.13,30.09,Italy,2022
1,23,2,382.44,31.56,Italy,2022
1,23,3,380.24,31.5,Italy,2022
1,23,4,378.51,32.57,Italy,2022
1,23,5,373.77,34.57,Italy,2022
1,23,6,364.62,35.22,Italy,2022
1,23,7,337.29,39.89,Italy,2022
1,23,8,309.56,42.84,Italy,2022
1,23,9,294.65,44.67,Italy,2022
1,23,10,293.42,44.32,Italy,2022
1,23,11,301.83,42.74,Italy,2022
1,23,12,309.06,41.68,Italy,2022
1,23,13,309.0,43.01,Italy,2022
1,23,14,327.4,38.73,Italy,2022
1,23,15,346.87,33.51,Italy,2022
1,23,16,343.66,33.11,Italy,2022
1,23,17,336.32,35.76,Italy,2022
1,23,18,337.17,36.11,Italy,2022
1,23,19,350.75,33.0,Italy,2022
1,23,20,362.13,31.0,Italy,2022
1,23,21,370.33,29.11,Italy,2022
1,23,22,374.7,29.45,Italy,2022
1,23,23,372.97,29.73,Italy,2022
1,24,0,367.56,31.05,Italy,2022
1,24,1,362.53,32.24,Italy,2022
1,24,2,361.23,32.47,Italy,2022
1,24,3,369.17,30.15,Italy,2022
1,24,4,384.95,24.9,Italy,2022
1,24,5,377.96,25.61,Italy,2022
1,24,6,361.37,28.94,Italy,2022
1,24,7,342.63,34.84,Italy,2022
1,24,8,324.77,37.11,Italy,2022
1,24,9,321.61,35.54,Italy,2022
1,24,10,323.78,35.21,Italy,2022
1,24,11,336.32,32.34,Italy,2022
1,24,12,330.17,33.7,Italy,2022
1,24,13,330.55,33.77,Italy,2022
1,24,14,336.5,32.4,Italy,2022
1,24,15,344.39,30.75,Italy,2022
1,24,16,348.89,30.03,Italy,2022
1,24,17,352.96,30.02,Italy,2022
1,24,18,357.36,28.38,Italy,2022
1,24,19,369.61,25.66,Italy,2022
1,24,20,383.79,21.88,Italy,2022
1,24,21,394.18,20.45,Italy,2022
1,24,22,395.06,20.45,Italy,2022
1,24,23,397.09,22.16,Italy,2022
1,25,0,398.59,22.85,Italy,2022
1,25,1,399.7,22.22,Italy,2022
1,25,2,399.02,23.19,Italy,2022
1,25,3,394.63,23.77,Italy,2022
1,25,4,397.2,21.12,Italy,2022
1,25,5,387.4,21.67,Italy,2022
1,25,6,379.99,24.43,Italy,2022
1,25,7,355.47,31.95,Italy,2022
1,25,8,330.83,35.05,Italy,2022
1,25,9,321.96,36.24,Italy,2022
1,25,10,319.97,35.83,Italy,2022
1,25,11,331.53,32.86,Italy,2022
1,25,12,335.43,31.88,Italy,2022
1,25,13,336.58,31.81,Italy,2022
1,25,14,345.06,29.77,Italy,2022
1,25,15,355.35,28.12,Italy,2022
1,25,16,360.41,27.89,Italy,2022
1,25,17,372.32,28.35,Italy,2022
1,25,18,364.87,27.17,Italy,2022
1,25,19,364.86,25.73,Italy,2022
1,25,20,382.82,21.62,Italy,2022
1,25,21,392.06,20.75,Italy,2022
1,25,22,397.65,20.02,Italy,2022
1,25,23,380.34,25.84,Italy,2022
1,26,0,387.78,25.47,Italy,2022
1,26,1,388.84,25.93,Italy,2022
1,26,2,387.19,26.78,Italy,2022
1,26,3,384.21,27.55,Italy,2022
1,26,4,382.16,26.51,Italy,2022
1,26,5,380.63,23.25,Italy,2022
1,26,6,363.88,26.73,Italy,2022
1,26,7,340.92,33.1,Italy,2022
1,26,8,329.29,35.18,Italy,2022
1,26,9,325.79,35.34,Italy,2022
1,26,10,329.39,34.7,Italy,2022
1,26,11,342.69,31.25,Italy,2022
1,26,12,345.34,30.06,Italy,2022
1,26,13,342.14,30.78,Italy,2022
1,26,14,343.35,30.96,Italy,2022
1,26,15,342.95,31.27,Italy,2022
1,26,16,338.36,32.15,Italy,2022
1,26,17,339.49,32.96,Italy,2022
1,26,18,345.45,31.41,Italy,2022
1,26,19,361.04,27.57,Italy,2022
1,26,20,375.9,23.92,Italy,2022
1,26,21,388.01,21.98,Italy,2022
1,26,22,397.12,20.08,Italy,2022
1,26,23,398.85,21.61,Italy,2022
1,27,0,402.55,21.18,Italy,2022
1,27,1,409.16,20.22,Italy,2022
1,27,2,401.31,22.39,Italy,2022
1,27,3,393.1,24.21,Italy,2022
1,27,4,394.68,21.71,Italy,2022
1,27,5,391.42,20.6,Italy,2022
1,27,6,370.55,24.69,Italy,2022
1,27,7,347.97,29.31,Italy,2022
1,27,8,340.13,31.14,Italy,2022
1,27,9,341.61,30.78,Italy,2022
1,27,10,346.24,29.57,Italy,2022
1,27,11,354.6,27.85,Italy,2022
1,27,12,357.34,27.5,Italy,2022
1,27,13,353.77,28.62,Italy,2022
1,27,14,356.15,28.02,Italy,2022
1,27,15,353.82,28.32,Italy,2022
1,27,16,348.27,30.15,Italy,2022
1,27,17,342.36,30.97,Italy,2022
1,27,18,342.88,30.99,Italy,2022
1,27,19,359.89,27.4,Italy,2022
1,27,20,377.12,22.63,Italy,2022
1,27,21,387.3,21.05,Italy,2022
1,27,22,385.92,22.29,Italy,2022
1,27,23,366.27,26.8,Italy,2022
1,28,0,359.13,29.2,Italy,2022
1,28,1,359.45,29.43,Italy,2022
1,28,2,357.86,29.85,Italy,2022
1,28,3,353.2,30.66,Italy,2022
1,28,4,346.19,30.91,Italy,2022
1,28,5,349.0,29.58,Italy,2022
1,28,6,327.31,34.44,Italy,2022
1,28,7,309.46,38.59,Italy,2022
1,28,8,299.84,40.53,Italy,2022
1,28,9,298.54,40.44,Italy,2022
1,28,10,310.02,37.87,Italy,2022
1,28,11,310.97,37.16,Italy,2022
1,28,12,303.99,39.44,Italy,2022
1,28,13,310.62,37.91,Italy,2022
1,28,14,324.95,35.09,Italy,2022
1,28,15,342.13,32.26,Italy,2022
1,28,16,336.67,34.74,Italy,2022
